Year,Month,Rainfall_mm,Temperature_C,Fertilizer,N,P,K,is_low_rainfall,is_high_rainfall,is_low_temp,is_high_temp,rain_temp_interaction,total_npk,npk_balance,good_tea_zone,good_rubber_zone,good_sugarcane_zone,good_cinnamon_zone,good_rice_zone,rainfall_to_temperature_ratio,total_nutrients,avg_nutrient,nutrient_balance,Crop_Rice,Crop_Rubber,Crop_Sugarcane,Crop_Tea,District_Badulla,District_Batticaloa,District_Galle,District_Jaffna,District_Kalutara,District_Kandy,District_Kegalle,District_Kurunegala,District_Matara,District_Nuwara Eliya,District_Polonnaruwa,District_Ratnapura,District_Trincomalee,Yield_t_per_ha
0.4,0.6363636363636364,0.35987825920245403,0.6781857451403887,0.33068407607152994,0.166815144766147,0.22428571428571434,0.0684615384615385,1.0,0.0,0.0,1.0,0.43890141032408686,0.18219199746955547,0.32179149416635316,0.0,0.0,0.0,0.0,0.0,0.2554862918502633,0.18219199746955547,0.1821919974695555,0.31910069903646326,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96
0.9,0.6363636363636364,0.4539637653374234,0.6639308855291577,0.5219982969060458,0.5933184855233853,0.4421428571428572,0.19230769230769232,1.0,0.0,0.0,1.0,0.5455382104701655,0.5587537561284198,0.651863003387279,0.0,0.0,0.0,0.0,0.0,0.32717061939776704,0.5587537561284198,0.5587537561284197,0.6504817683733233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
0.0,0.6363636363636364,0.11225076687116564,0.9209503239740818,0.40845869997161494,0.40556792873051223,0.5207142857142857,0.6276923076923077,1.0,0.0,0.0,1.0,0.18355469997937326,0.5323422426063575,0.3867143394806173,0.0,0.0,0.0,0.0,0.0,0.05589395286763301,0.5323422426063575,0.5323422426063574,0.3842811260154921,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.49
0.5,0.7272727272727273,0.30821031441717794,0.8444924406047516,0.5665625887028102,0.20779510022271708,0.8078571428571427,0.536923076923077,1.0,0.0,0.0,1.0,0.43595321530688164,0.436817966155306,0.24181407602559277,0.0,0.0,0.0,0.0,0.0,0.18702419719534905,0.436817966155306,0.43681796615530605,0.23880597014925362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43
0.3,0.7272727272727273,0.41595571319018415,0.6609071274298056,0.3880215725234174,0.43207126948775065,0.3692857142857144,0.1884615384615384,1.0,0.0,0.0,1.0,0.49875598362872214,0.42732879962043335,0.5165600301091458,0.0,0.0,0.0,0.0,0.0,0.3004469824236484,0.42732879962043335,0.42732879962043324,0.51464197997355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.13
0.7,0.2727272727272727,0.23365605828220862,0.37408207343412525,0.5557763269940393,0.5024498886414254,0.4328571428571428,0.2369230769230768,1.0,0.0,0.0,0.0,0.198320516007413,0.5013442985924402,0.5641701166729395,0.0,0.0,0.0,0.0,0.0,0.23278936781279908,0.5013442985924402,0.5013442985924402,0.5624409597581712,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62
0.0,0.5454545454545454,0.7078220858895705,0.3304535637149027,0.4555776326994041,0.3734966592427617,0.23428571428571437,0.3876923076923076,0.0,0.0,0.0,0.0,0.608895731697871,0.39680531393325946,0.41832894241625906,0.0,0.0,0.0,0.0,0.0,0.7061593938636647,0.39680531393325946,0.3968053139332595,0.41602116002267153,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47
0.4,0.2727272727272727,0.1156297929447853,0.5170626349892008,0.4357082032358786,0.3365256124721603,0.010714285714285612,0.42230769230769216,1.0,0.0,0.0,0.0,0.11447318429218245,0.32816700933101345,0.4226571321038768,0.0,0.0,0.0,0.0,0.0,0.1001916552078898,0.32816700933101345,0.3281670093310135,0.4645758549027016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.92
0.4,0.9090909090909091,0.1712758819018405,0.5205183585313174,0.5401646324155548,0.5505567928730511,0.32428571428571423,0.28461538461538455,1.0,0.0,0.0,0.0,0.17435395827329409,0.5212715483156727,0.5931501693639443,0.0,0.0,0.0,0.0,0.0,0.14498092366003745,0.5212715483156727,0.5212715483156727,0.5915359909314187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.32
0.4,0.9090909090909091,0.3038247699386503,0.5555075593952483,0.7147317627022425,0.5044543429844098,0.0,0.4399999999999999,1.0,0.0,0.0,0.0,0.32785103401898086,0.44867942432389685,0.5673692133985699,0.0,0.0,0.0,0.0,0.0,0.24364605157481525,0.44867942432389685,0.4486794243238969,0.6170413754014737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.66
0.8,0.8181818181818182,0.3192580521472393,0.658315334773218,0.636389440817485,0.3641425389755011,0.5278571428571429,0.27615384615384614,1.0,0.0,0.0,1.0,0.3825487065324307,0.43223153566345096,0.43771170493037265,0.0,0.0,0.0,0.0,0.0,0.23074948153610184,0.43223153566345096,0.432231535663451,0.43548082372945407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66
1.0,0.7272727272727273,0.44629505368098166,0.4794816414686825,0.4501845018450183,0.5300668151447661,0.0,0.07999999999999993,1.0,0.0,0.0,0.0,0.4473758006350955,0.3928514945437292,0.6258938652615733,0.0,0.0,0.0,0.0,0.0,0.38441582493930965,0.3928514945437292,0.39285149454372914,0.6244095975817117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.41
0.3,1.0,0.06374616564417179,0.5330453563714902,0.529378370706784,0.24253897550111356,0.2878571428571429,0.4915384615384616,1.0,0.0,0.0,0.0,0.06156660090053058,0.33702356476356155,0.28227324049680097,0.0,0.0,0.0,0.0,0.0,0.056206340103299626,0.33702356476356155,0.3370235647635614,0.27942565652748913,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.91
0.9,0.2727272727272727,0.29967887269938653,0.11879049676025917,0.3076923076923076,0.2792873051224944,0.4000000000000001,0.008461538461538418,1.0,0.0,1.0,0.0,0.17058184856894235,0.28862881543571084,0.4315016936394432,0.0,0.0,0.0,0.0,0.0,0.41254536976691575,0.28862881543571084,0.2886288154357109,0.42924617419232947,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.23
0.1,0.5454545454545454,0.5693778757668713,0.7084233261339091,0.5938120919670734,0.46302895322939874,0.0,0.3030769230769232,1.0,0.0,0.0,1.0,0.7098469944260639,0.39111181401233586,0.5323673315769667,0.0,0.0,0.0,0.0,0.0,0.3953421174629001,0.39111181401233586,0.3911118140123357,0.5482713017192519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.08
0.7,0.6363636363636364,0.4115462039877301,0.5624190064794816,0.4606869145614533,0.20289532293986634,0.2150000000000001,0.136923076923077,1.0,0.0,0.0,0.0,0.44907766304369645,0.21983235805788395,0.33552879187053075,0.0,0.0,0.0,0.0,0.0,0.3265214807090031,0.21983235805788395,0.21983235805788398,0.332892499527678,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24
0.0,0.7272727272727273,0.4011934432515338,0.6228941684665226,0.46863468634686345,0.3340757238307349,0.527142857142857,0.2338461538461538,1.0,0.0,0.0,0.0,0.4643716186920465,0.4020243555274392,0.4226571321038768,0.0,0.0,0.0,0.0,0.0,0.30025992100518456,0.4020243555274392,0.40202435552743915,0.42036652182127354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
0.0,0.45454545454545453,0.45837327453987736,0.6151187904967601,0.4799886460403067,0.4418708240534521,0.19785714285714281,0.40384615384615385,1.0,0.0,0.0,0.0,0.5267190072535551,0.44061363276925497,0.4721490402709824,0.0,0.0,0.0,0.0,0.0,0.3455503544726477,0.44061363276925497,0.440613632769255,0.4700547893444172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54
0.3,0.7272727272727273,0.3397239263803682,0.4578833693304536,0.705932443939824,0.4824053452115812,0.7357142857142858,0.11384615384615387,1.0,0.0,0.0,0.0,0.32953069055718254,0.5288628815435709,0.5773428678961233,0.0,0.0,0.0,0.0,0.0,0.3015446376506941,0.5288628815435709,0.528862881543571,0.5756659739278291,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68
0.5,0.0,0.10496549079754602,0.6380129589632828,0.6088560885608856,0.3734966592427617,0.9985714285714286,0.4807692307692308,1.0,0.0,0.0,0.0,0.12411543646707307,0.5851652696504822,0.3955589010161838,0.0,0.0,0.0,0.0,0.0,0.07688339052672452,0.5851652696504822,0.5851652696504822,0.39316077838654834,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.08
0.7,0.5454545454545454,0.46112921779141114,0.7330453563714903,0.657394266250355,0.3734966592427617,0.5121428571428572,0.1300000000000001,1.0,0.0,0.0,1.0,0.5883764759261172,0.40534556381464476,0.4813699661272113,0.0,0.0,0.0,0.0,0.0,0.3125964940151677,0.40534556381464476,0.4053455638146446,0.47931229926317775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71
0.3,1.0,0.3279812116564418,0.3909287257019438,0.4323020153278455,0.3385300668151448,0.14785714285714288,0.07307692307692303,1.0,0.0,0.0,0.0,0.29256288640605765,0.28815435710896736,0.46575084681972156,0.0,0.0,0.0,0.0,0.0,0.3142511071499691,0.28815435710896736,0.28815435710896736,0.4636312110334404,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16
1.0,0.09090909090909091,0.22804831288343558,0.1157667386609071,0.5319330116378088,0.5006681514476615,0.25928571428571423,0.6799999999999999,1.0,0.0,1.0,0.0,0.11952017165137818,0.5527439506563339,0.4958599924727138,0.0,0.0,0.0,0.0,0.0,0.32552932865675677,0.5527439506563339,0.5527439506563337,0.5356130738711508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.98
0.9,0.36363636363636365,0.2835026840490798,0.5952483801295896,0.5407323304002273,0.32516703786191536,0.3114285714285714,0.08846153846153836,1.0,0.0,0.0,0.0,0.31888458862706104,0.3180452316938164,0.45069627399322554,0.0,0.0,0.0,0.0,0.0,0.2182999296939068,0.3180452316938164,0.31804523169381643,0.4485169091252598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.66
0.1,0.6363636363636364,0.38885161042944794,0.5429805615550756,0.3687198410445644,0.3616926503340757,0.0,0.9123076923076923,1.0,0.0,0.0,0.0,0.41568449764300824,0.44440929938320417,0.44674444862627033,0.0,0.0,0.0,0.0,0.0,0.31475104488232625,0.44440929938320417,0.444409299383204,0.6119402985074627,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.54
0.3,0.7272727272727273,0.27751150306748473,0.5092872570194383,0.3701390860062447,0.31447661469933175,0.8035714285714286,0.4323076923076924,1.0,0.0,0.0,0.0,0.2837648417829859,0.4901154515261743,0.3575461046292812,0.0,0.0,0.0,0.0,0.0,0.2342708498707909,0.4901154515261743,0.49011545152617436,0.3549971660683922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96
0.9,0.45454545454545453,0.3915116947852761,0.6734341252699784,0.7343173431734318,0.6975501113585744,0.7878571428571429,0.7446153846153846,1.0,0.0,0.0,1.0,0.47504379939141667,0.822868891349043,0.6048174633044785,0.0,0.0,0.0,0.0,0.0,0.2794056492432755,0.822868891349043,0.8228688913490428,0.6032495749102587,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66
0.0,0.09090909090909091,0.23317676380368102,0.18488120950323977,0.42066420664206644,0.4142538975501113,0.6692857142857144,0.4084615384615384,1.0,0.0,0.0,0.0,0.14310655700717687,0.5263324371342716,0.4476853594279264,0.0,0.0,0.0,0.0,0.0,0.29925690237496044,0.5263324371342716,0.5263324371342715,0.44549404874362375,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23
0.5,0.45454545454545453,0.2500479294478528,0.5580993520518357,0.30797615668464384,0.2670378619153675,0.0,0.12307692307692318,1.0,0.0,0.0,0.0,0.2696782178078553,0.21492962201486634,0.39311253293187814,0.0,0.0,0.0,0.0,0.0,0.2005898570745128,0.21492962201486634,0.21492962201486632,0.3907047043264689,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.62
0.8,0.0,0.12145322085889572,0.4466522678185745,0.50070962248084,0.32717149220489966,0.8821428571428572,0.0,1.0,0.0,0.0,0.0,0.10739996752391458,0.4276451051715955,0.47403086187429433,0.0,0.0,0.0,0.0,0.0,0.1157836307190954,0.4276451051715955,0.4276451051715954,0.4719440770829397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52
1.0,0.45454545454545453,0.3310726610429448,0.765010799136069,0.6934430882770367,0.33207126948775045,0.6557142857142857,0.5707692307692309,1.0,0.0,0.0,1.0,0.4369494599265999,0.4983393958563972,0.33853970643582987,0.0,0.0,0.0,0.0,0.0,0.2165098175632342,0.4983393958563972,0.49833939585639725,0.3359153599093141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52
0.2,0.8181818181818182,0.319114263803681,0.25010799136069106,0.3982401362475162,0.4810690423162582,0.0,0.21923076923076934,1.0,0.0,0.0,0.0,0.23243739773155783,0.3866835362960617,0.5504328189687618,0.0,0.0,0.0,0.0,0.0,0.3638399454846895,0.3866835362960617,0.3866835362960618,0.5486491592669562,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05
0.8,0.18181818181818182,0.10031633435582825,0.644060475161987,0.39483394833948354,0.16369710467706014,0.7685714285714287,0.2923076923076924,1.0,0.0,0.0,1.0,0.11969318613992094,0.34651273129843413,0.2643959352653369,0.0,0.0,0.0,0.0,0.0,0.07280167886258818,0.34651273129843413,0.3465127312984342,0.2614774230115246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.43
0.7,0.2727272727272727,0.2799319401840491,0.4665226781857451,0.6261708770933863,0.5939866369710467,0.5257142857142857,0.17846153846153848,1.0,0.0,0.0,0.0,0.27212720272763113,0.5748853392377034,0.655814828754234,0.0,0.0,0.0,0.0,0.0,0.24773408501302419,0.5748853392377034,0.5748853392377035,0.6544492726242207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.65
0.0,0.2727272727272727,0.4386023773006136,0.7615550755939524,0.5163213170593246,0.4111358574610245,1.0,0.6538461538461539,1.0,0.0,0.0,1.0,0.573612347844307,0.647793768780642,0.3850207000376365,0.0,0.0,0.0,0.0,0.0,0.28979445125879866,0.647793768780642,0.647793768780642,0.38258076705082183,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
0.5,1.0,0.05725172546012271,0.7758099352051834,0.2997445359068974,0.31069042316258355,0.20857142857142869,0.0,1.0,0.0,0.0,1.0,0.08616200300251876,0.2668037324055037,0.46010538200978557,0.0,0.0,0.0,0.0,0.0,0.0313593971403207,0.2668037324055037,0.2668037324055037,0.4579633478178727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.89
0.8,0.7272727272727273,0.35542082055214724,0.1330453563714902,0.26256031791087125,0.3024498886414253,0.12571428571428583,0.0,1.0,0.0,0.0,0.0,0.21535200599468474,0.24260635774157835,0.4531426420775311,0.0,0.0,0.0,0.0,0.0,0.4715669364350705,0.24260635774157835,0.24260635774157827,0.45097298318533907,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.23
0.6,0.2727272727272727,0.23912001533742333,0.3779697624190064,0.32302015327845596,0.3142538975501113,0.0,0.0,1.0,0.0,0.0,0.0,0.20455967165619823,0.2231535663450893,0.46311629657508474,0.0,0.0,0.0,0.0,0.0,0.23672886484338104,0.2231535663450893,0.22315356634508926,0.46098620819950875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79
0.9,0.45454545454545453,0.5919286809815952,0.6617710583153347,0.3803576497303435,0.2846325167037862,0.09142857142857151,0.35461538461538455,1.0,0.0,0.0,1.0,0.7090308161591371,0.29527123201012173,0.3575461046292812,0.0,0.0,0.0,0.0,0.0,0.4280197415471429,0.29527123201012173,0.2952712320101218,0.36123181560551665,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58
1.0,1.0,0.20770226226993863,0.3978401727861771,0.2784558614816916,0.4229398663697105,0.10999999999999995,0.3053846153846153,1.0,0.0,0.0,0.0,0.18045828452824364,0.38747430017396794,0.4802408731652239,0.0,0.0,0.0,0.0,0.0,0.2024998507392308,0.38747430017396794,0.3874743001739678,0.4781787266200643,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
0.4,0.8181818181818182,0.6312308282208589,0.14082073434125275,0.6400794777178542,0.3501113585746102,0.4385714285714286,0.4323076923076924,1.0,0.0,0.0,0.0,0.41726233351364367,0.434603827297169,0.3876552502822732,0.0,0.0,0.0,0.0,0.0,0.7978107083461545,0.434603827297169,0.43460382729716907,0.3852257698847533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.21
0.1,0.36363636363636365,0.25671012269938653,0.6289416846652267,0.5458416122622765,0.5661469933184855,0.5357142857142857,0.7461538461538461,1.0,0.0,0.0,0.0,0.29901517339877765,0.6740471295271231,0.493413624388408,0.0,0.0,0.0,0.0,0.0,0.19091664341767617,0.6740471295271231,0.6740471295271231,0.49140374078972227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.7
0.6,0.0,0.20509010736196323,0.4423326133909286,0.3735452739142777,0.5414253897550111,0.0,0.02923076923076929,1.0,0.0,0.0,0.0,0.18971435336074036,0.3904792029100109,0.6479111780203238,0.0,0.0,0.0,0.0,0.0,0.18939031642523937,0.3904792029100109,0.39047920291001076,0.6465142641224259,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53
1.0,0.7272727272727273,0.4924271472392639,0.3045356371490281,0.5708203235878511,0.39198218262806234,0.23571428571428577,0.15538461538461534,1.0,0.0,0.0,0.0,0.40305305211248915,0.3624861616321366,0.4907790741437712,0.0,0.0,0.0,0.0,0.0,0.5122841233019548,0.3624861616321366,0.36248616163213654,0.4887587379557906,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32
1.0,1.0,0.08989167944785276,0.7913606911447082,0.7868294067556063,0.739643652561247,0.21785714285714292,0.8323076923076923,1.0,0.0,0.0,1.0,0.1309462547792791,0.7445832674363431,0.7086940158073013,0.0,0.0,0.0,0.0,0.0,0.051909848835492614,0.7445832674363431,0.744583267436343,0.7976572832042319,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.53
0.2,0.6363636363636364,0.6188410659509201,0.5546436285097192,0.4765824581322736,0.2688195991091314,0.422857142857143,0.15538461538461534,1.0,0.0,0.0,0.0,0.6726931598454696,0.3164637039380041,0.3867143394806173,0.0,0.0,0.0,0.0,0.0,0.4929335427055701,0.3164637039380041,0.31646370393800405,0.3842811260154921,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.05
